ticker|returnOnEquity|returnOnAssets|payoutRatio|PE|debtToEquity|growthRate|ggmReturn|div10YReturn|rdpReturn
GRAND.BK|-0.2025|-0.0268|0.0000|99999.0000|269.3200|-0.2025|-0.2025|-0.2025|-0.6490|-0.2025
GREEN.BK|0.0240|0.0147|0.0000|60.6250|33.5420|0.0240|0.0240|0.0240|-0.1162|0.0240
GSC.BK|-0.0124|-0.0120|0.0000|99999.0000|10.7730|-0.0124|-0.0124|-0.0124|-0.0001|-0.0124
GSTEEL.BK|0.1264|-0.0364|0.0000|0.8824|32.6260|0.1264|0.1264|0.1264|0.1264|0.1264
GTB.BK|0.0795|0.0415|0.1351|12.0000|7.0630|0.0688|0.0800|0.0800|0.0798|0.0808
GULF.BK|0.0854|0.0210|0.8084|106.2300|197.7990|0.0164|0.0240|0.0240|-0.1468|0.0241
GUNKUL.BK|0.2079|0.0193|0.5142|9.8437|225.6340|0.1010|0.1532|0.1532|0.1544|0.1585
GYT.BK|-0.0424|-0.0109|0.0000|99999.0000|48.2050|-0.0424|-0.0424|-0.0424|-0.0312|-0.0424
HANA.BK|0.0825|0.0445|0.5936|24.0648|0.0000|0.0335|0.0582|0.0582|0.0014|0.0590
HARN.BK|0.0971|0.0639|0.8182|10.4673|0.0000|0.0177|0.0958|0.0958|0.0923|0.0972
HFT.BK|0.1226|0.0689|0.2636|9.1727|1.7340|0.0903|0.1190|0.1190|0.1191|0.1216
HMPRO.BK|0.2713|0.0835|0.7750|33.1695|91.9670|0.0610|0.0844|0.0844|0.0024|0.0858
HPT.BK|0.0030|0.0021|15.0833|869.9999|1.9890|-0.0428|-0.0255|-0.0255|-0.2463|-0.0262
HTC.BK|0.1714|0.0751|0.6957|13.9053|13.8630|0.0522|0.1022|0.1022|0.0899|0.1048
HTECH.BK|0.0466|0.0292|0.4167|16.8539|21.6110|0.0272|0.0519|0.0519|0.0228|0.0526
HUMAN.BK|0.1371|0.0795|0.4800|47.7178|11.6680|0.0713|0.0814|0.0814|-0.0369|0.0821
HYDRO.BK|-11.3975|-0.1482|0.0000|99999.0000|0.0000|-11.3975|-11.3975|-11.3975|0.0000|-11.3975
ICC.BK|-0.0028|-0.0165|0.0000|99999.0000|2.0160|-0.0028|-0.0028|-0.0028|-0.0117|-0.0028
ICHI.BK|0.0836|0.0465|0.8974|30.8081|7.3150|0.0086|0.0377|0.0377|-0.0342|0.0380
ICN.BK|0.2035|0.0798|0.5769|13.5156|28.2050|0.0861|0.1288|0.1288|0.1194|0.1325
IFS.BK|0.1018|0.0421|0.7833|8.3279|96.9100|0.0221|0.1161|0.1161|0.1127|0.1182
IHL.BK|-0.0292|-0.0022|0.0000|7.9333|123.3520|-0.0292|-0.0292|-0.0292|-0.0292|-0.0292
IIG.BK|0.1619|0.0905|0.0000|31.4506|0.1960|0.1619|0.1619|0.1619|0.0644|0.1619
III.BK|0.1011|-0.0012|0.6361|27.3305|68.7870|0.0368|0.0601|0.0601|-0.0067|0.0609
ILINK.BK|0.0858|0.0267|0.0697|11.4904|129.8630|0.0798|0.0859|0.0859|0.0858|0.0864
ILM.BK|0.0858|0.0370|0.7531|15.3753|122.0180|0.0212|0.0702|0.0702|0.0495|0.0712
IMH.BK|-0.0683|-0.0331|0.0000|99999.0000|3.9270|-0.0683|-0.0683|-0.0683|-0.5900|-0.0684
INET.BK|0.0804|0.0216|0.0000|14.0132|230.0420|0.0804|0.0804|0.0804|0.0652|0.0804
INGRS.BK|-0.1357|-0.0208|0.0000|99999.0000|65.8500|-0.1357|-0.1357|-0.1357|-0.0000|-0.1357
INOX.BK|-0.0112|-0.0127|0.0000|99999.0000|0.5220|-0.0112|-0.0112|-0.0112|-0.0001|-0.0112
INSET.BK|0.2103|0.0922|0.8545|15.9821|3.4040|0.0306|0.0841|0.0841|0.0613|0.0857
INSURE.BK|-0.1620|-0.0085|0.0000|99999.0000|6.8450|-0.1620|-0.1620|-0.1620|-0.6312|-0.1620
INTUCH.BK|0.2359|-0.0041|0.7656|17.5000|9.6350|0.0553|0.0991|0.0991|0.0693|0.1015
IP.BK|0.2175|0.1398|0.4992|56.2092|2.9350|0.1089|0.1178|0.1178|-0.0183|0.1188
IRC.BK|0.0614|0.0348|0.3718|13.3155|0.0000|0.0386|0.0665|0.0665|0.0566|0.0676
IRCP.BK|-0.4962|-0.0176|0.0000|99999.0000|512.4220|-0.4962|-0.4962|-0.4962|0.0000|-0.4962
IRPC.BK|-0.1038|-0.0360|0.0000|5.8361|94.0910|-0.1038|-0.1038|-0.1038|-0.1038|-0.1038
IT.BK|0.0325|0.0068|0.3371|28.2927|184.9130|0.0215|0.0334|0.0334|-0.0390|0.0337
ITD.BK|-0.0396|0.0115|0.0000|5.5263|332.5140|-0.0396|-0.0396|-0.0396|-0.0396|-0.0396
ITEL.BK|0.1104|0.0364|0.0000|16.1026|220.9130|0.1104|0.1104|0.1104|0.0811|0.1104
IVL.BK|-0.0066|0.0074|0.0000|6.7619|159.6490|-0.0066|-0.0066|-0.0066|-0.0066|-0.0066
J.BK|0.0760|0.0466|0.0000|14.5968|122.0380|0.0760|0.0760|0.0760|0.0570|0.0760
JAS.BK|0.1448|0.0026|9.6316|14.1935|814.0750|-1.2496|-0.5710|-0.5710|171540.5589|-1.4190
JCK.BK|-0.1675|-0.0077|0.0000|99999.0000|279.7940|-0.1675|-0.1675|-0.1675|-0.6336|-0.1675
JCKH.BK|-5.5793|-0.0602|0.0000|99999.0000|1997.8500|-5.5793|-5.5793|-5.5793|0.0000|-5.5793
JCT.BK|0.0586|0.0333|0.8219|16.4448|0.0000|0.0104|0.0604|0.0604|0.0349|0.0609
JKN.BK|0.1327|0.0652|0.2940|19.3515|103.1220|0.0937|0.1089|0.1089|0.0657|0.1103
JMART.BK|0.1966|0.0499|0.9337|30.2703|281.6960|0.0130|0.0439|0.0439|-0.0264|0.0443
JMT.BK|0.2166|0.0714|0.7800|37.2128|168.8330|0.0477|0.0686|0.0686|-0.0221|0.0696
JR.BK|0.0000|0.0000|0.0000|46.7033|0.9730|0.0000|0.0000|0.0000|-0.1162|0.0000
JSP.BK|-0.1319|-0.0356|0.0000|99999.0000|67.5540|-0.1319|-0.1319|-0.1319|-0.0000|-0.1319
JTS.BK|0.0297|-0.0025|0.0000|47.0732|2.1630|0.0297|0.0297|0.0297|-0.0906|0.0297
JUBILE.BK|0.2469|0.1225|0.4497|16.5995|39.4650|0.1359|0.1629|0.1629|0.1351|0.1666
JUTHA.BK|-0.1578|-0.0428|0.0000|99999.0000|578.0650|-0.1578|-0.1578|-0.1578|-0.1329|-0.1578
JWD.BK|0.1013|0.0281|0.7576|25.1534|162.8190|0.0246|0.0547|0.0547|-0.0036|0.0554
K.BK|-0.3060|-0.0747|0.0000|99999.0000|167.1130|-0.3060|-0.3060|-0.3060|-0.6946|-0.3060
KAMART.BK|0.1644|0.0861|1.0870|22.5000|32.8160|-0.0143|0.0340|0.0340|-0.0124|0.0333
KASET.BK|-0.0892|-0.0308|0.0000|99999.0000|60.3500|-0.0892|-0.0892|-0.0892|-0.5992|-0.0892
KBANK.BK|0.0713|0.0097|0.4282|10.0209|0.0000|0.0408|0.0835|0.0835|0.0819|0.0852
KBS.BK|-0.1276|-0.0279|0.0000|99999.0000|114.0330|-0.1276|-0.1276|-0.1276|-0.0002|-0.1276
KC.BK|-0.4850|-0.0544|0.0000|99999.0000|236.2730|-0.4850|-0.4850|-0.4850|0.0000|-0.4850
KCAR.BK|0.1115|0.0316|0.6154|9.7802|139.3320|0.0429|0.1058|0.1058|0.1041|0.1085
KCE.BK|0.0875|0.0315|0.9302|64.3361|24.1860|0.0061|0.0206|0.0206|-0.1081|0.0207
KCM.BK|0.0074|0.0024|0.0000|100.0000|21.9790|0.0074|0.0074|0.0074|-0.1692|0.0074
KDH.BK|-0.0262|-0.0128|0.0000|99999.0000|0.0610|-0.0262|-0.0262|-0.0262|0.0000|-0.0262
KGI.BK|0.0672|0.0277|1.7050|20.8122|50.7180|-0.0474|0.0345|0.0345|-0.0040|0.0307
KIAT.BK|0.1520|0.0912|0.8503|10.3774|4.7560|0.0227|0.1047|0.1047|0.1014|0.1065
KK.BK|0.0000|0.0000|0.0000|10.1227|145.1970|0.0000|0.0000|0.0000|0.0000|0.0000
KKC.BK|-0.7417|-0.0472|0.0000|99999.0000|403.7310|-0.7417|-0.7417|-0.7417|-0.8863|-0.7417
KKP.BK|0.1135|0.0152|0.4092|9.1322|0.0000|0.0670|0.1119|0.1119|0.1113|0.1149
KOOL.BK|0.0267|0.0341|0.0000|68.3333|83.3900|0.0267|0.0267|0.0267|-0.1235|0.0267
KSL.BK|-0.0051|0.0054|0.0000|7.7714|96.0180|-0.0051|-0.0051|-0.0051|-0.0051|-0.0051
KTB.BK|0.0553|0.0061|0.5088|9.7500|0.0000|0.0271|0.0793|0.0793|0.0769|0.0807
KTC.BK|0.2504|0.0614|0.4251|30.5851|253.3870|0.1440|0.1579|0.1579|0.0724|0.1599
KTECH.BK|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
KTIS.BK|0.0680|0.0311|1.0000|25.4422|55.3260|0.0000|0.0393|0.0393|-0.0168|0.0393
KUMWEL.BK|0.0737|0.0466|1.1667|17.2603|14.4830|-0.0123|0.0553|0.0553|0.0272|0.0545
KUN.BK|0.1478|0.0437|0.5474|14.5745|94.1240|0.0669|0.1045|0.1045|0.0882|0.1070
KWC.BK|0.1330|0.0898|0.6588|19.2815|1.7830|0.0454|0.0796|0.0796|0.0412|0.0811
KWG.BK|-0.1370|-0.0218|0.0000|99999.0000|166.0430|-0.1370|-0.1370|-0.1370|-0.0000|-0.1370
KWM.BK|0.1118|0.0650|0.6522|13.3333|15.3920|0.0389|0.0878|0.0878|0.0781|0.0897
KYE.BK|0.1949|0.0452|0.2819|6.5173|0.3850|0.1400|0.1832|0.1832|0.1856|0.1893
L&E.BK|0.0614|0.0288|0.0000|99999.0000|103.4690|0.0614|0.0614|0.0614|-0.5329|0.0614
LALIN.BK|0.1791|0.0707|0.3538|5.8982|51.8420|0.1157|0.1757|0.1757|0.1781|0.1826
LANNA.BK|0.0671|0.0383|1.1765|14.4401|31.8030|-0.0118|0.0696|0.0696|0.0526|0.0687
LDC.BK|-0.1352|-0.0423|0.0000|99999.0000|100.1650|-0.1352|-0.1352|-0.1352|-0.0000|-0.1352
LEE.BK|0.0738|0.0427|0.5714|11.4423|1.4900|0.0316|0.0816|0.0816|0.0795|0.0832
LEO.BK|0.0000|0.0000|0.0000|24.4000|40.4870|0.0000|0.0000|0.0000|-0.0625|0.0000
LH.BK|0.1820|0.0289|0.8000|10.4947|132.9950|0.0364|0.1126|0.1126|0.1104|0.1154
LHFG.BK|0.0515|0.0084|0.3462|10.5102|0.0000|0.0337|0.0666|0.0666|0.0651|0.0678
LHK.BK|0.0554|0.0305|1.3750|16.5161|2.6190|-0.0208|0.0625|0.0625|0.0373|0.0607
LIT.BK|0.0478|0.0191|1.0000|18.0172|130.6200|0.0000|0.0555|0.0555|0.0242|0.0555
LOXLEY.BK|0.0007|-0.0244|0.0000|23.2500|90.1300|0.0007|0.0007|0.0007|-0.0577|0.0007
LPH.BK|0.0850|0.0458|1.0938|26.8263|30.6540|-0.0080|0.0328|0.0328|-0.0261|0.0325
LPN.BK|0.0897|0.0373|1.8667|6.4257|81.7400|-0.0778|0.2127|0.2127|0.1850|0.1901
LRH.BK|-0.0322|0.0013|0.0000|99999.0000|56.6710|-0.0322|-0.0322|-0.0322|-0.0000|-0.0322
LST.BK|0.0925|0.0568|0.8889|10.6095|18.5500|0.0103|0.0941|0.0941|0.0898|0.0949
M.BK|0.0898|0.0526|1.3534|37.8389|27.0480|-0.0317|0.0040|0.0040|-0.0763|0.0029
M-CHAI.BK|-0.0149|-0.0026|0.8242|49.3016|237.1720|-0.0026|0.0141|0.0141|-0.0945|0.0141
MACO.BK|0.0000|0.0000|0.0000|99999.0000|97.1290|0.0000|0.0000|0.0000|-0.0338|0.0000
MAJOR.BK|-0.1123|-0.0375|0.0000|14.5600|126.8750|-0.1123|-0.1123|-0.1123|-0.1278|-0.1123
MAKRO.BK|0.3260|0.0871|0.7111|28.1065|78.7290|0.0942|0.1195|0.1195|0.0490|0.1219
MALEE.BK|-0.1444|-0.0155|0.0000|355.0000|251.0480|-0.1444|-0.1444|-0.1444|-0.0000|-0.1444
MANRIN.BK|-0.1096|-0.0358|0.0000|99999.0000|80.5550|-0.1096|-0.1096|-0.1096|-0.6081|-0.1096
MATCH.BK|-0.0977|-0.0553|0.0000|99999.0000|17.2710|-0.0977|-0.0977|-0.0977|-0.6029|-0.0977
MATI.BK|-0.0261|-0.0281|0.0000|99999.0000|1.3350|-0.0261|-0.0261|-0.0261|0.0000|-0.0262
MAX.BK|-0.0374|-0.0089|0.0000|99999.0000|6.1680|-0.0374|-0.0374|-0.0374|-0.0004|-0.0374
MBAX.BK|0.3425|0.1087|0.4688|7.3312|90.6120|0.1819|0.2459|0.2459|0.2525|0.2575
MBK.BK|0.0595|0.0151|0.4286|12.6919|150.8990|0.0340|0.0678|0.0678|0.0617|0.0689
MBKET.BK|0.0968|0.0268|0.3836|12.3796|182.4720|0.0597|0.0906|0.0906|0.0873|0.0925
MC.BK|0.1209|0.0658|1.1427|17.1053|32.6270|-0.0173|0.0495|0.0495|0.0217|0.0484
MCOT.BK|-0.5205|-0.0556|0.0000|-2.3669|14.7610|-0.5205|-0.5205|-0.5205|-1.0000|-0.5205
MCS.BK|0.2941|0.1323|0.5250|7.4037|5.6120|0.1397|0.2106|0.2106|0.2153|0.2205
MDX.BK|0.0172|-0.0206|0.0000|20.3593|4.3890|0.0172|0.0172|0.0172|-0.0305|0.0172
MEGA.BK|0.2161|0.0945|0.4968|26.5201|14.4780|0.1087|0.1275|0.1275|0.0582|0.1295
META.BK|-0.0580|-0.0265|0.0000|99999.0000|24.6190|-0.0580|-0.0580|-0.0580|-0.5854|-0.0580
METCO.BK|0.0455|0.0185|0.8354|16.6221|3.1910|0.0075|0.0578|0.0578|0.0315|0.0581
MFC.BK|0.1258|0.0812|0.9524|13.9734|13.0200|0.0060|0.0741|0.0741|0.0600|0.0746
MFEC.BK|0.1431|0.0497|0.6140|8.6213|10.4630|0.0552|0.1265|0.1265|0.1255|0.1304
MGT.BK|0.2444|0.1506|0.4615|9.5753|1.3760|0.1316|0.1798|0.1798|0.1822|0.1861
MICRO.BK|0.0901|0.0513|0.0000|30.9392|62.8210|0.0901|0.0901|0.0901|0.0002|0.0901
MIDA.BK|-0.0037|0.0140|0.0000|99999.0000|98.7960|-0.0037|-0.0037|-0.0037|-0.0077|-0.0038
MILL.BK|0.0303|0.0138|0.6061|34.4444|251.5890|0.0119|0.0295|0.0295|-0.0549|0.0297
MINT.BK|-0.1557|-0.0262|0.0000|16.4238|286.5120|-0.1557|-0.1557|-0.1557|-0.0002|-0.1557
MITSIB.BK|0.0267|0.0213|0.1425|35.7143|97.7660|0.0229|0.0269|0.0269|-0.0677|0.0270
MJD.BK|0.0171|0.0168|0.0000|14.7706|174.4590|0.0171|0.0171|0.0171|-0.0019|0.0171
MK.BK|-0.0037|0.0052|0.0000|99999.0000|133.7360|-0.0037|-0.0037|-0.0037|-0.0080|-0.0037
ML.BK|0.0598|0.0306|0.3000|8.5047|90.2670|0.0418|0.0771|0.0771|0.0758|0.0786
MM.BK|-0.0468|-0.0072|0.0000|99999.0000|77.6590|-0.0468|-0.0468|-0.0468|-0.5805|-0.0468
MODERN.BK|0.0573|0.0346|0.9444|17.1429|11.2160|0.0032|0.0583|0.0583|0.0302|0.0585
MONO.BK|-0.5028|-0.1093|0.0000|44.4000|157.7040|-0.5028|-0.5028|-0.5028|0.0000|-0.5028
MOONG.BK|0.0888|0.0076|0.6500|10.2500|2.6070|0.0311|0.0945|0.0945|0.0921|0.0965
MORE.BK|-0.1200|-0.0186|0.0000|99999.0000|8.2350|-0.1200|-0.1200|-0.1200|-0.0167|-0.1200
MPG.BK|0.0000|-0.2368|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
MPIC.BK|-0.2054|-0.0466|0.0000|99999.0000|11.1270|-0.2054|-0.2054|-0.2054|-0.6503|-0.2054
MSC.BK|0.1136|0.0481|0.7895|11.5717|18.3840|0.0239|0.0921|0.0921|0.0892|0.0938
MTC.BK|0.2912|0.0753|0.1282|27.7897|269.4130|0.2539|0.2585|0.2585|0.1693|0.2596
MTI.BK|0.1214|0.0214|0.2680|7.8862|1.7630|0.0889|0.1228|0.1228|0.1230|0.1259
MVP.BK|-0.0779|-0.0085|0.0000|99999.0000|55.7290|-0.0779|-0.0779|-0.0779|-0.5942|-0.0779
NBC.BK|-0.0800|-0.0384|0.0000|99999.0000|32.5200|-0.0800|-0.0800|-0.0800|-0.5951|-0.0800
NC.BK|-0.0090|0.0016|0.0000|99999.0000|53.7750|-0.0090|-0.0090|-0.0090|-0.0005|-0.0090
NCAP.BK|0.0000|0.0000|0.0000|23.4797|273.0730|0.0000|0.0000|0.0000|-0.0592|0.0000
NCH.BK|0.0185|0.0149|0.0000|20.4762|29.2260|0.0185|0.0185|0.0185|-0.0298|0.0185
NCL.BK|-0.0479|-0.0360|0.0000|99999.0000|118.8740|-0.0479|-0.0479|-0.0479|-0.5810|-0.0479
NDR.BK|0.0168|0.0200|0.0000|40.2500|21.2220|0.0168|0.0168|0.0168|-0.0892|0.0168
NEP.BK|-0.0425|-0.0537|0.0000|99999.0000|2.1990|-0.0425|-0.0425|-0.0425|-0.0319|-0.0425
NER.BK|0.1834|0.0659|0.3922|13.0532|155.7700|0.1115|0.1415|0.1415|0.1348|0.1449
NETBAY.BK|0.3585|0.1620|1.2491|31.6261|1.1570|-0.0893|-0.0498|-0.0498|-0.1167|-0.0533
NEW.BK|0.0171|0.0134|0.3333|81.5308|31.5860|0.0114|0.0155|0.0155|-0.1411|0.0155
NEWS.BK|-0.1631|-0.1197|0.0000|99999.0000|1.0020|-0.1631|-0.1631|-0.1631|-0.6317|-0.1631
NEX.BK|-0.0777|-0.0209|0.0000|99999.0000|5.5560|-0.0777|-0.0777|-0.0777|-0.5941|-0.0777
NFC.BK|-0.0161|-0.0069|0.0000|99999.0000|91.3910|-0.0161|-0.0161|-0.0161|-0.0000|-0.0161
NINE.BK|-0.1122|-0.0673|0.0000|99999.0000|5.1610|-0.1122|-0.1122|-0.1122|-0.6093|-0.1122
NKI.BK|0.0242|0.0066|0.8928|33.0320|2.8480|0.0026|0.0296|0.0296|-0.0474|0.0297
NMG.BK|-0.5016|-0.0913|0.0000|99999.0000|189.2990|-0.5016|-0.5016|-0.5016|0.0000|-0.5016
NNCL.BK|0.1130|0.0359|0.4444|13.7143|9.3920|0.0628|0.0952|0.0952|0.0834|0.0972
NOBLE.BK|0.3281|0.0573|0.8943|5.8991|189.8150|0.0347|0.1863|0.1863|0.1849|0.1915
NOK.BK|0.0000|-0.2019|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
NPK.BK|0.0185|0.0116|0.2532|19.2938|1.7880|0.0138|0.0269|0.0269|-0.0142|0.0271
NRF.BK|0.0824|0.0409|0.0000|83.5165|86.0930|0.0824|0.0824|0.0824|-0.0926|0.0824
NSI.BK|0.1071|0.0289|0.5760|7.4130|0.1330|0.0454|0.1231|0.1231|0.1216|0.1266
NTV.BK|0.1204|0.0792|0.9875|25.9375|0.0000|0.0015|0.0396|0.0396|-0.0181|0.0396
NUSA.BK|-0.1780|-0.0307|0.0000|99999.0000|62.7450|-0.1780|-0.1780|-0.1780|-0.6382|-0.1780
NVD.BK|0.0082|0.0047|0.0000|99999.0000|150.3710|0.0082|0.0082|0.0082|-0.5563|0.0082
NWR.BK|-0.0599|0.0005|0.0000|30.0000|165.6890|-0.0599|-0.0599|-0.0599|-0.1350|-0.0598
NYT.BK|0.0622|0.0554|2.9412|20.3468|60.5570|-0.1207|0.0238|0.0238|-0.0176|0.0064
OCC.BK|0.0017|-0.0073|8.3333|305.0000|1.5860|-0.0124|0.0149|0.0149|-0.1629|0.0146
OCEAN.BK|-0.1044|-0.0404|0.0000|99999.0000|70.8520|-0.1044|-0.1044|-0.1044|-0.6058|-0.1044
OGC.BK|-0.0823|0.0155|0.0000|99999.0000|71.7040|-0.0823|-0.0823|-0.0823|-0.5961|-0.0823
OHTL.BK|-0.3497|-0.0682|0.0000|99999.0000|161.7080|-0.3497|-0.3497|-0.3497|0.0000|-0.3497
OISHI.BK|0.1568|0.0527|0.6877|14.3759|0.0000|0.0490|0.0968|0.0968|0.0818|0.0991
ORI.BK|0.2833|0.0626|0.2452|6.3821|150.3840|0.2138|0.2522|0.2522|0.2569|0.2604
OSP.BK|0.1886|0.0894|0.9565|31.3310|7.6390|0.0082|0.0387|0.0387|-0.0338|0.0390
OTO.BK|0.0007|0.0112|12.0000|2624.9998|6.9000|-0.0075|-0.0029|-0.0029|-0.3266|-0.0029
PACE.BK|0.0000|-0.0481|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PAF.BK|-0.0106|-0.0077|0.0000|99999.0000|22.2640|-0.0106|-0.0106|-0.0106|-0.0002|-0.0105
PAP.BK|0.0646|0.0324|1.1297|15.2743|65.5690|-0.0084|0.0656|0.0656|0.0453|0.0650
PATO.BK|0.1554|0.0972|1.0909|18.1488|9.9840|-0.0141|0.0460|0.0460|0.0142|0.0451
PB.BK|0.2089|0.1258|0.5270|18.1923|0.2210|0.0988|0.1278|0.1278|0.0927|0.1306
PCSGH.BK|0.0236|-0.0001|2.7397|61.1111|8.4020|-0.0410|0.0038|0.0038|-0.0954|0.0020
PDG.BK|0.1480|0.0992|0.6250|10.9091|0.0000|0.0555|0.1128|0.1128|0.1118|0.1160
PDI.BK|0.0009|0.0053|0.0000|15.2008|43.0170|0.0009|0.0009|0.0009|-0.0204|0.0009
PDJ.BK|-0.0321|-0.0080|0.0000|99999.0000|40.3810|-0.0321|-0.0321|-0.0321|-0.0000|-0.0321
PE.BK|0.1429|0.0330|0.0000|1.3043|560.9280|0.1429|0.1429|0.1429|0.1429|0.1429
PERM.BK|-0.0681|0.0041|0.0000|99999.0000|167.1020|-0.0681|-0.0681|-0.0681|-0.5899|-0.0681
PF.BK|-0.0627|-0.0031|0.0000|99999.0000|232.1580|-0.0627|-0.0627|-0.0627|-0.5875|-0.0627
PG.BK|-0.0346|-0.0253|0.0000|99999.0000|1.8720|-0.0346|-0.0346|-0.0346|-0.0000|-0.0346
PHOL.BK|0.2516|0.0929|0.6757|6.7733|27.6460|0.0816|0.1813|0.1813|0.1835|0.1895
PICO.BK|-0.1490|-0.0606|0.0000|99999.0000|15.8410|-0.1490|-0.1490|-0.1490|-0.0000|-0.1490
PIMO.BK|0.1447|0.0455|0.3243|23.3010|0.7020|0.0977|0.1117|0.1117|0.0520|0.1130
PJW.BK|0.1014|0.0357|0.3889|11.9101|124.3350|0.0620|0.0946|0.0946|0.0939|0.0966
PK.BK|0.0054|-0.0088|0.0000|310.0000|61.2240|0.0054|0.0054|0.0054|-0.0005|0.0054
PL.BK|0.0311|0.0134|0.9375|13.8854|300.8930|0.0019|0.0695|0.0695|0.0555|0.0696
PLANB.BK|0.0377|0.0230|0.0000|110.5263|85.0030|0.0377|0.0377|0.0377|-0.1520|0.0377
PLANET.BK|-0.0233|0.0072|0.0000|99999.0000|96.3020|-0.0233|-0.0233|-0.0233|0.0000|-0.0233
PLAT.BK|0.0056|0.0183|9.0909|150.5882|30.8240|-0.0452|0.0151|0.0151|-0.1000|0.0124
PLE.BK|-0.0532|-0.0008|0.0000|99999.0000|124.7460|-0.0532|-0.0532|-0.0532|-0.5833|-0.0532
PM.BK|0.2554|0.1281|0.9820|13.5793|15.0440|0.0046|0.0769|0.0769|0.0646|0.0772
PMTA.BK|0.0766|0.0391|0.4630|8.9127|25.5160|0.0411|0.0931|0.0931|0.0914|0.0952
POLAR.BK|-0.1531|-0.0114|0.0000|99999.0000|5.1540|-0.1531|-0.1531|-0.1531|-0.0026|-0.1531
PORT.BK|0.0423|0.0221|0.8750|32.1212|144.8910|0.0053|0.0325|0.0325|-0.0427|0.0327
POST.BK|-5.2627|-0.0758|0.0000|99999.0000|3991.5700|-5.2627|-5.2627|-5.2627|19.9233|-5.2627
PPM.BK|-0.0214|-0.0043|0.0000|99999.0000|59.0340|-0.0214|-0.0214|-0.0214|-0.0000|-0.0214
PPP.BK|0.0943|0.0190|0.7692|8.8189|15.8150|0.0218|0.1090|0.1090|0.1056|0.1109
PPPM.BK|-1.2957|-0.0022|0.0000|99999.0000|378.5140|-1.2957|-1.2957|-1.2957|51200.0000|-1.2957
PPS.BK|-0.1132|-0.0438|0.0000|99999.0000|76.4960|-0.1132|-0.1132|-0.1132|-0.2021|-0.1132
PR9.BK|0.0485|0.0292|0.5833|37.5000|0.2300|0.0202|0.0358|0.0358|-0.0564|0.0361
PRAKIT.BK|0.0322|0.0192|1.3043|17.3246|0.0000|-0.0098|0.0655|0.0655|0.0378|0.0648
PRAPAT.BK|0.0000|0.0000|0.0000|13.7778|111.2830|0.0000|0.0000|0.0000|-0.0125|0.0000
PREB.BK|0.0785|0.0156|1.4467|14.1304|79.0190|-0.0351|0.0673|0.0673|0.0497|0.0637
PRECHA.BK|-0.0515|-0.0271|0.0000|99999.0000|16.0300|-0.0515|-0.0515|-0.0515|-0.5825|-0.0515
PRG.BK|0.0290|0.0010|1.8056|29.3151|11.5460|-0.0233|0.0383|0.0383|-0.0201|0.0368
PRIME.BK|0.1234|0.0082|0.0000|28.3333|69.8230|0.1234|0.1234|0.1234|0.0390|0.1234
PRIN.BK|0.0566|0.0226|0.1500|8.7379|81.1800|0.0481|0.0653|0.0653|0.0646|0.0661
PRINC.BK|-0.0652|-0.0223|0.0000|99999.0000|44.3240|-0.0652|-0.0652|-0.0652|-0.5886|-0.0652
PRM.BK|0.1994|0.0885|0.3571|13.4821|55.4510|0.1282|0.1547|0.1547|0.1451|0.1581
PROUD.BK|-0.0618|-0.0209|0.0000|99999.0000|119.0300|-0.0618|-0.0618|-0.0618|-0.5871|-0.0618
PSH.BK|0.0905|0.0404|0.7283|7.2051|67.9570|0.0246|0.1257|0.1257|0.1224|0.1282
PSL.BK|-0.1158|0.0037|0.0000|13.9216|111.5700|-0.1158|-0.1158|-0.1158|-0.1276|-0.1158
PSTC.BK|-0.1653|0.0069|0.0000|99999.0000|31.9270|-0.1653|-0.1653|-0.1653|-0.6326|-0.1653
PT.BK|0.3018|0.0973|0.7692|9.6124|26.1120|0.0697|0.1497|0.1497|0.1500|0.1553
PTG.BK|0.2274|0.0485|0.4255|18.0952|383.7410|0.1306|0.1541|0.1541|0.1181|0.1572
PTL.BK|0.1464|0.0967|0.3022|11.0028|15.8050|0.1022|0.1296|0.1296|0.1300|0.1324
PTT.BK|0.0341|0.0207|1.5034|26.4706|64.0190|-0.0172|0.0396|0.0396|-0.0146|0.0386
PTTEP.BK|0.0864|0.0550|0.6818|425.4032|33.2190|0.0275|0.0291|0.0291|-0.2477|0.0292
PTTGC.BK|-0.0193|-0.0134|0.0000|6.4472|47.7630|-0.0193|-0.0193|-0.0193|-0.0193|-0.0193
PYLON.BK|0.2480|0.1426|0.8182|11.8182|9.5500|0.0451|0.1143|0.1143|0.1127|0.1174
Q-CON.BK|0.0678|0.0588|0.5294|13.8279|2.3740|0.0319|0.0702|0.0702|0.0573|0.0714
QH.BK|0.0846|0.0144|0.8095|11.1111|78.7960|0.0161|0.0890|0.0890|0.0854|0.0901
QLT.BK|0.0681|0.0336|1.1475|13.5922|2.6440|-0.0100|0.0744|0.0744|0.0610|0.0735
